,business_id,categories,review_count,address,stars,name,Top_0,Top_1,Top_2,Top_3,Top_4,Top_5,Top_6,Top_7,Top_8,Top_9,Top_10,Top_11,Top_12,Top_13,Top_14,Top_15,Top_16,Top_17,Top_18,Top_19
376,atSfDP-SLY4GrvBlBPB31Q,"Chinese, Dim Sum, Restaurants, Food Delivery Services, Food",87,"3015 E Thomas Rd, Ste 7",4.235955056179775,Kim's Chinese Kitchen,YBIhTjmEH3IEZW4Dr5ReRA,cJzv3fbd7jL2ZHyFosFkOw,URFhSrJPk7JM2pUtsuWsAg,_287i8ZeEf0H1LiqPhyvBg,myw0csRck6XG4w5Z-EFyqg,eZQbDYQTZk0_cBroVxnPWg,UUtWoDyREiy9MPdtTRFUYQ,aJR1iUWwNVBM692gq7adBA,pdy6EAcJvZks1hKogxOj6Q,SVMR0kRmdd-bbSNTTECJBA,tDYcVluqZwieulc1iqxGXg,QDJBn7I1EdtP9w4nYT24Pw,fnaDx7UD4MiodQlgYHDwsQ,rgTcICdtCXoNXc71Z7-t5g,kP2wC0luve3mT5fcdrA3nQ,dHTGzM4_3kKEiQvab9mi9A,44YFU284Z3KDEy25QyVoUw,tFcmrGLZNEymSnijoTPmqw,-oOKqZbYDt08zaWWyLZNIw,R7-3MCD6_RL_VxN65yCh2Q
377,INvxViyj-cwOVqHMEM6jvQ,"Restaurants, Japanese",3,"9617 N Metro Pkwy W, Ste 2024",4.25,Hibachi-San,jlcnzJ_0Sr2w3l7Z9HaVow,hjDCsuzS_yU60FFffqpt-w,2GtIC6u4hVneccWfTlOxHQ,I_WWH2vYccjz-QxW3u1zJA,AMM3qOH9DUQzJHm9Q3vHag,-jKBFjNTbiafSdunQy6dlQ,C14bjKs2rJhRDnKu7ZSSIg,q-3Q3t3RS4qiW51fDIEvyQ,m3tNor-GTl-aAST5AmEqYA,mRxUCEoUUe-XsEYS1SlrTA,UlyCnc4_Suu2DSqYQSwkqQ,RnxOmwWVsJC87ztJPrHsig,fT6Uwl6abRQfiNgxre_qbg,Q6F59ID2Js8Sop2vRcVz-w,UUtWoDyREiy9MPdtTRFUYQ,wrRxFrnUucvR4dlG6Q9fKA,IAqyeVG1ZMrv7hiV3FAB6Q,muzZW1AqlfdWGMND0jf_kw,h-psPOmlY0mCOflb3S3rdQ,llQfDCKPXBW1-hSb_qUC-g
378,-hn7E7b3VwRjwhNEDgmGIQ,"Food, Breakfast & Brunch, Restaurants",53,4306 N 7th Ave,2.9074074074074074,Two Hippies Breakfast Joint,L2p0vO3fsS2LC6hhQo3CzA,8R_oemw4rNjJL6sd40O_oQ,8Zqh2jwtncA3N4fWEMTvZQ,-050d_XIor1NpCuWkbIVaQ,E4JyAzB5_2quptwtemyhYA,aMF8cG445ONPRKBsBYqofg,24Td_CQH1bonWKff1rt2vg,hH8002bWtOFYtLgarFZBsg,S_bG5WWbtNXhhY9Y0GTcSg,YvCIHmADAMDP_JV7vSBAHQ,utIA0LyQmwP-9DRyxUe6qQ,LR_99E7tVUfxqemvcGkDzw,jCY_nUGmElQsERJsovVEDQ,DLcgZ180-gdPsHoU78xQDw,omU26JKzbqXhugm0O2U1mA,5eK_pgro9_LxPYDoRVJnEA,fKm6mfATDJRDDQH0PtZeeQ,jcw_vtqfZSTLP15DJmvfIA,TgjB-wlAVzol6HoDpE8KYg,-1UMR00eXtwaeh59pEiDjA
379,8g5wu4oJx54wpsvdDIas4Q,"Restaurants, Breakfast & Brunch, Sandwiches, Salad",9,2999 N 44th St,3.7777777777777777,Redz Urban Table,N5B7OBTyNGgwU_Y2fwNcyw,S_bG5WWbtNXhhY9Y0GTcSg,aMF8cG445ONPRKBsBYqofg,3_A59jPniLD5ViVuKMYpJw,QsJ6orXv_VB7xz-MpqHzSQ,qQCsLGMncJp1xWUGnOKCQA,2DUdvdQE8FOxCHHp59HHzw,-kIscN8I29eXMPkvyyxmRQ,-Ht7HiGBox8lS1Y8IPjO8g,L2p0vO3fsS2LC6hhQo3CzA,fKm6mfATDJRDDQH0PtZeeQ,2zBCxn7_jHcfxoSjBdHJ3A,yX0pOWG_Be9TjGnm0aihVA,_MI20v3QRDrCVXgpzje-Ag,D3dAx-QW_uuClz4MambeHA,LR_99E7tVUfxqemvcGkDzw,b5epWgPoVcXoMJdCCzFMUw,MgHWbwuxxb_txhI3lK_bKg,YvCIHmADAMDP_JV7vSBAHQ,8Zqh2jwtncA3N4fWEMTvZQ
380,eMCxf71sTckRZw4GVGwtrw,"Italian, Chicken Wings, Pizza, Restaurants",15,"34640 N North Valley Pkwy, Ste 108",2.0625,Pizza Hut,ErHMVkPstNyefb3ZU_z1Cw,RztX0zV7ObHZD08SDUhI0Q,OASX1Yrgq_7R1PsYpixRcw,Tw3miGKZHtmxmaQZIYFRrA,6We2O5X62J_gduXU7jvf8w,pSQFynH1VxkfSmehRXlZWw,XF4w6wG1JOvfKZlQcxiWgQ,cXgXRqB40CGHEMKQgxLDTg,NeDqVEiin0q-FxCvOKiERw,0rjU_WK5HxoH1fIuEpTpcg,DZfFFSVFVJVxs3vfFVVf0w,jHIJ0hfy5USIWvcdynzrFQ,53BSdnhzcCBfBH_6TgX63Q,Tp07u-0AOFRfQhtNpAXaQA,PJVjfGtVc71M0XlUr83teQ,pjpUOlJLlkIxBZ5BquA2PA,ETTzxqOcPuxMqV37y1uhdg,ghpFh6XpH1TYZhjAGdx-xw,_mg5bYknpZgaWSfjQVmrJQ,7ge2DIxgQAl20_wr4yUgsA
381,Zju9aNvftYAJULT3LGsZzA,"Burgers, Restaurants, Breakfast & Brunch, Mexican, Fast Food, Tacos",18,10621 N 43rd Ave,2.0,Jack in the Box,Wc9UpJhOcdSj7olZkz7SJA,P8IsTiHq5Hesa6UPL604ww,AhPmh0NaRDbEYyhd9egzLA,vyDW7_CHhDUJshMqaSjj0g,4j0WfdS_lHG9uSH7cd1PFg,KMxOoHyRKP74PgosuRkkdg,W537pidoTVQmn9x1GPpxgA,okkgZzoJip30F50mTUc2Rw,3SLDrXzPmKF0iCY8WriLsA,LmjBZpQU7nJTIJZYRVO7Kg,qnn9E-e9orYf_wK37yLTYw,Tc1ly-0VLk3AaoMb7CrlVA,WXR0ND0KqbArMZDvFMA-bw,lnJlOuHGNRoN2zW_a6Vb7g,jzM4dTlstNmGDPRT9SC6Hw,QsJ6orXv_VB7xz-MpqHzSQ,lrAUseySfmFeZkWOGfsKnQ,nn4ZkIZTCd7jJhxs-P9tHA,fKm6mfATDJRDDQH0PtZeeQ,2Yq-Y-tDroP7mdDfcWJLCQ
382,jI9yhdrdCnN-bhzH0WbXbQ,"Tacos, Mexican, Restaurants, Food Trucks, Food",11,"4025 E Chandler Blvd, Ste 5",4.2727272727272725,El Taco Santo,E_DXCeVllZtHV93hsAIZvw,9vub2LM7Djy8P-LPumcLXA,frCxZS7lPhEnQRJ3UY6m7A,lrAUseySfmFeZkWOGfsKnQ,Q7bAF6MrZ8wWfLsxaPl2Yw,IghwtXL8ZgK2dEL62Pzhrw,P8IsTiHq5Hesa6UPL604ww,Tc1ly-0VLk3AaoMb7CrlVA,CFyPbqZaxoBTjOmVjSn_8Q,2Yq-Y-tDroP7mdDfcWJLCQ,aEtbXqbkf2BnwEVWQ2yjUw,nwHd2MbIGz0SNG8GpFjekw,jIzygnVmajEXYmfsBNY_Gw,v7UIeEvwNd3fleFE6icm3A,yb7ZtgMWSZboG_sSUx9g2A,Fr1LlI9nCVBYD5-vc6cWyQ,G_mqw9nNYDFkwtCe5Jd8QA,75vRgse6O3P4GL_vi3Xr9Q,AhPmh0NaRDbEYyhd9egzLA,WOz66UuVsfc2K9GxzfDnGg
383,nCIcVDlT2K5TBRFkAUlhDA,"Fast Food, Pizza, Restaurants, Chicken Wings, Food, Chicken Shop",50,20 E Baseline Rd,1.4038461538461537,KFC,x8Sp-h-oR5WdzoG5WEsHnQ,6c4AW8WTpTA_xZYOrJx3Eg,AF-N6i0XCJRPFFOZKp1Pnw,GSwncKipCuXVBIYQM2Pfag,_jGyZz4v9dedx_LIdJHulw,fMSEHQ-9gY437ysZ3Ockbg,5-l_zaYVEG-ft0cwyhWpyA,oDkdAandDAIQsA2mjlTB4Q,GWCd4xlTdOwcaaSSu9b9XQ,FysQmYPyBcIv0RSNhuVzAQ,02ooNKJDjsE50KfmL0Rqdw,YPavuOh2XsnRbLfl0DH2lQ,E25-2ssHwsajyGtsllMXaA,UVyPQEYavZuj_CBarfWeFg,8C4R3FLXERdrMtiD5YdLYA,TT2bNjvnVNFOanDNYnAffQ,vyDW7_CHhDUJshMqaSjj0g,h_hg33vb0OsWsE6T1SHAgw,52sY8-9al5LJi475nNJkyQ,RZWx7pIsINH6nVqW7ys9cg
384,iHQoddqWSJxh61Xp2srj1g,"Pizza, Restaurants",3,4034 N 24th St,3.6666666666666665,"Rocky's Eastside Pizza, Subs & Wings",pSQFynH1VxkfSmehRXlZWw,ErHMVkPstNyefb3ZU_z1Cw,OASX1Yrgq_7R1PsYpixRcw,NeDqVEiin0q-FxCvOKiERw,RztX0zV7ObHZD08SDUhI0Q,Tw3miGKZHtmxmaQZIYFRrA,jHIJ0hfy5USIWvcdynzrFQ,DZfFFSVFVJVxs3vfFVVf0w,6We2O5X62J_gduXU7jvf8w,9a3DrZvpYxVs3k_qwlCNSw,XF4w6wG1JOvfKZlQcxiWgQ,pjpUOlJLlkIxBZ5BquA2PA,7eQoxWr9RzyCB9IFvqHUPA,cs1qJvnWUg_f8g020z_3PQ,k1QpHAkzKTrFYfk6u--VgQ,pCWg4B0R5gauQR4SJ9VDmw,cXgXRqB40CGHEMKQgxLDTg,0rjU_WK5HxoH1fIuEpTpcg,VRC7J-ahI4em9ddhihxq5w,lwpQQflP1CGJPV7QLybzOg
385,5E_1xb3o97ZWQJiZJMVRmQ,"Delis, Breakfast & Brunch, Food, Restaurants, Bagels",55,122 N 2nd St,3.232142857142857,Einstein Bros Bagels,fSBhe0A6Dfa8JCYccfpMog,m45sH6c22jlIS-a3ZjckwQ,lbYpsLbIXxU86KPNj8AOgQ,FKNvQvsknpNSG26hVtzJ0w,5l8S70308R_Osh3hm2zj3Q,yTTEhnUOirRjGjxkObQTVw,VKVDDHKtsdrnigeIf9S8RA,pEKjzT2jcUhAplOg0Ahyyg,5o6qOFzZ4NrJ6bJ39ohCtA,ZiTaYmacCUOzaYQ4DSygiw,xGzKRIUAuqDrT9eYthGqKw,QSCDR9RBTVyTw7p_Nbq1Xg,8XZ4X5WUyM1sWscObramwQ,sm_GANEfgouoVPsNKXNzDA,eVNio5bnzrLPuebbgnKVzw,KYkUtRB1QKrI6Twov98leA,l2VC3UR7XnIwJwfIj1OPJg,vx1gUYqYQE2O5rfOrUi-Cw,SyZrGn035h1QgA9CY0eq2Q,ml916FaOdF870Jrk0ZQETA
386,BOSRH5BwLs97xgtfgu4Plg,"Mexican, Restaurants, Food",7,"10851 N 25th Ave, Ste 110",2.142857142857143,La Canasta,LiBnff-ZuzW16zIvZgFOfQ,Gy_XiWqkJM8JMaKk_sgXOw,T-KniGykrZ46ZC9plOTspw,wOk2b8zUHWylJOd6FtNsRw,QDRFdG8gPPKL7r4yic8j7Q,ExDYoLUru6wMcAmcSYwM3w,89uU51kOiQXbJHVA3C6XMQ,19f_Hyq38r6ycACRw-JG6w,Ktia9NJfvxVxTLVcEnw9zQ,rbywwnfMjFjJwLQkgpdIEw,P8IsTiHq5Hesa6UPL604ww,R6cWq0FkVfV_Ee-YttlPyA,333W59XcrXZsJlnBAAx5mQ,pDewiJY6KCcZgLxxgxg13Q,iIjVO7cLD1UEmIO7G05Ujw,9o-DUVGYaoKkqnCP5BT_NA,xZhNZb01n9b4e2X7bZdoVQ,ayAe3Ap3lN2tPwkfKDLeuA,pup46G8qFBG8695RtbQNwA,QsJ6orXv_VB7xz-MpqHzSQ
387,6aDfalYZOkWzwtVRA2wYaA,"Indian, Restaurants, Pakistani",20,"Zam Zam Whole Foods, 1638 N 40th St",4.4,Z-Grill,33yClygMVQZb5y9WgOCHLA,muzZW1AqlfdWGMND0jf_kw,llQfDCKPXBW1-hSb_qUC-g,iE71iwcSljg3xm2GB2Y9aA,eJab5373h0eZiOYnMPG4dg,02EYqwh47uVxOaOKrnx8SQ,DCneGyZ5H_uxliaMHI0lYg,zNGYsFeG_7XEBodbtfux5Q,yfHYCkQaupRzWU8FIgxUPg,i6bw0P3dauixZViIhpx2XA,CNx_ie_OvjJHZLZ6yEO8UA,PvufhE6-sy2pCTQu9yvjiw,kzqx6Z2sse8PV3hVCVEw4g,_DiGwfdiH913E4LURwb2qg,e8_Xt-ldpDgWHn92s3rBaQ,h-psPOmlY0mCOflb3S3rdQ,ye0-f9tgMC2UFyraGcJWLQ,RU6E7WsAfsTRcjXxH1Lo5A,2GryItAj3e0uOQ5m42-wDg,jb0-JZMt-6Khsh-VwsDtLQ
388,ZFs_niSz23cslG_NJxeTBw,"Restaurants, Indian, Vegetarian, Halal, Mediterranean",11,2945 E Bell Rd,4.2727272727272725,City of Spice,iE71iwcSljg3xm2GB2Y9aA,llQfDCKPXBW1-hSb_qUC-g,eJab5373h0eZiOYnMPG4dg,02EYqwh47uVxOaOKrnx8SQ,CNx_ie_OvjJHZLZ6yEO8UA,DCneGyZ5H_uxliaMHI0lYg,i6bw0P3dauixZViIhpx2XA,PvufhE6-sy2pCTQu9yvjiw,yfHYCkQaupRzWU8FIgxUPg,kzqx6Z2sse8PV3hVCVEw4g,_DiGwfdiH913E4LURwb2qg,h-psPOmlY0mCOflb3S3rdQ,RU6E7WsAfsTRcjXxH1Lo5A,3K9u2FpHG9b7tWogqyEyWQ,jb0-JZMt-6Khsh-VwsDtLQ,e8_Xt-ldpDgWHn92s3rBaQ,muzZW1AqlfdWGMND0jf_kw,K4isdrdwV3GbI52Bv2Wq6g,2GryItAj3e0uOQ5m42-wDg,uW3XlPCCTMFxpKTU3ujPRg
389,jMpewaaXFr3VeadFBplF0w,"Southern, Fast Food, Restaurants, Chicken Wings, American (Traditional)",54,6540 W Thomas Rd,1.5925925925925926,Popeyes Louisiana Kitchen,8C4R3FLXERdrMtiD5YdLYA,vVOoL5H8Fr-qlQv-_DdoMA,M_AuwEJTLUEIejktqmDWlg,vyDW7_CHhDUJshMqaSjj0g,E25-2ssHwsajyGtsllMXaA,YPavuOh2XsnRbLfl0DH2lQ,UVyPQEYavZuj_CBarfWeFg,uWTMa1_JDJRHE7TAKmw3ZA,YlwJYpBWa-oL0byTVPNKRQ,N5B7OBTyNGgwU_Y2fwNcyw,yNPh5SO-7wr8HPpVCDPbXQ,-Ht7HiGBox8lS1Y8IPjO8g,QsJ6orXv_VB7xz-MpqHzSQ,GWCd4xlTdOwcaaSSu9b9XQ,8R_oemw4rNjJL6sd40O_oQ,KFAJsmQ6GnHxyfmv16s9VA,fKm6mfATDJRDDQH0PtZeeQ,5xCeuEI7Einoi5xYsNuDCQ,whAwdYVty-jSNRhrYT2zHA,dUffgo9Lh_Vk9TLuFR5ywg
390,oZcbn7ENit23xbCsyu9xbA,"Sushi Bars, Restaurants, Japanese, Seafood Markets, Food, Specialty Food",461,4316 E Cactus Rd,3.9106029106029108,Yasu Sushi Bistro,S-oLPRdhlyL5HAknBKTUcQ,gBEWJ4b2OvUmN4Oh7ju3hw,LtNgP4FqXp5nMFOHErK8cw,evdJO0v9rvVixieNEnaeJg,a1KXovXPdeDurOrER4ST6A,jOJaJatp88cqnkVo8D8RJg,CUivTcULsu5MJIYYNVm1zw,RZFryvOkznd4jtpj8PbSzg,34VuBMNaG9nJiyqsnoEgPg,g-I48SaHtdIGR5ZEoVeNFw,-ITj6Pu8Gdw8MmLf0XBEKQ,gSPqD1DR3lzgoaifIhdF_w,yCK1Ok69D7TSWJESZQZHiQ,fngEhtJ9GjcZFc5jb6fncA,9vXJXydGeJHLdhRohfd59w,H3Gastz2T6iiSRGmlbtoXQ,dc6sPg9kNliz_Cy2yX19tw,ZGtWgDcgU6bYq4opGMH9cA,ng8vj7q4kFt7d4Ud4lBhHQ,vC23Fq8lMkNiZ4F8yh3ukQ
391,VJVEDDJKccmrW1fhJCWmsQ,"Food Trucks, Food, Restaurants, Mexican",104,254 E Buckeye Rd,4.504761904761905,Taqueria La Hacienda,E_DXCeVllZtHV93hsAIZvw,P8IsTiHq5Hesa6UPL604ww,Q7bAF6MrZ8wWfLsxaPl2Yw,IghwtXL8ZgK2dEL62Pzhrw,2Yq-Y-tDroP7mdDfcWJLCQ,WOz66UuVsfc2K9GxzfDnGg,9vub2LM7Djy8P-LPumcLXA,75vRgse6O3P4GL_vi3Xr9Q,Tc1ly-0VLk3AaoMb7CrlVA,CFyPbqZaxoBTjOmVjSn_8Q,nwHd2MbIGz0SNG8GpFjekw,v7UIeEvwNd3fleFE6icm3A,4RV97YE8VEw05tu0WO425g,yb7ZtgMWSZboG_sSUx9g2A,lrAUseySfmFeZkWOGfsKnQ,aEtbXqbkf2BnwEVWQ2yjUw,G_mqw9nNYDFkwtCe5Jd8QA,KBP7x08WfD__BUoE4kY0lg,W537pidoTVQmn9x1GPpxgA,AhPmh0NaRDbEYyhd9egzLA
392,E3qxMkbKxQR6Aca36c53GA,"Cafes, Salad, Sandwiches, Restaurants",53,3333 E Van Buren St,4.716981132075472,"Helpings Cafe, Market and Catering",N5B7OBTyNGgwU_Y2fwNcyw,OgJ0KxwJcJ9R5bUK0ixCbg,qQCsLGMncJp1xWUGnOKCQA,S_bG5WWbtNXhhY9Y0GTcSg,QsJ6orXv_VB7xz-MpqHzSQ,n6IWvkVMWB9OIRZBXh5tHw,seYvTmOZGJ2IAMdfQa8pkg,c0exbGNQvCDJZLorPeYY7Q,D3dAx-QW_uuClz4MambeHA,LelAlfuj5oVRF9CQdWLsNQ,aMF8cG445ONPRKBsBYqofg,fKm6mfATDJRDDQH0PtZeeQ,-Ht7HiGBox8lS1Y8IPjO8g,WB7346WSdkTHvtHfWPilaA,-kIscN8I29eXMPkvyyxmRQ,fjapWp89YVCeKvW51KUDQw,hH8002bWtOFYtLgarFZBsg,L2p0vO3fsS2LC6hhQo3CzA,2zBCxn7_jHcfxoSjBdHJ3A,k-fLKf1Qbq08jDrOuNn5ZA
393,wZ3MABp8WcSHfZrlEQa5dw,"Fast Food, Restaurants, Chinese",27,10637 N Tatum Blvd,2.4642857142857144,Panda Express,wrRxFrnUucvR4dlG6Q9fKA,fGrE4Om-cTh_JgQC42qx9A,r9J4uFdWhDgH8poy1KTdDg,bRj5r9xr56CvwL7-RmB2dw,LpdW1vh1AVm5QznEL5j03g,qwt9fL28iSpaWyF5pgNd8w,1F4T9e6bRFwL11wnNxW4Ng,7wgNlcLTfQq8CHBob7AGHg,ZaMY0vMwnpx-kbAK5ROhHg,UUtWoDyREiy9MPdtTRFUYQ,dHTGzM4_3kKEiQvab9mi9A,URFhSrJPk7JM2pUtsuWsAg,YBIhTjmEH3IEZW4Dr5ReRA,BzgeGVOPetKDcgv9FCbpkw,etKX80Dt809Q6K5Hueu5TQ,caBiQN3OwW4P3hfUFm2vQw,-voRkfS42YKYsrJ9DV0FxQ,-oOKqZbYDt08zaWWyLZNIw,tDYcVluqZwieulc1iqxGXg,aJR1iUWwNVBM692gq7adBA
394,UNCGZu8sPnPdZSV9CaWMnw,"Fast Food, Food, Restaurants, Sandwiches",6,"Sky Harbor International Airport, Terminal 4, Gate B12",1.8333333333333333,Quiznos,m1Y47fK3vWCJXV3TdCn_Xw,BgthHqiXot2s4Sd_xcI6DQ,of4V8nfW7GwJ03tLDdrOlA,ept9mIlqGIsemr6w0RczaA,OeQUmob9q5sbEixK2-Tozw,I3STZd5iAvUL9MNLF_DUug,cnfYugAYBFKgwDCTAVdViA,xImiQIhC2ZBDEy7LhpQ4nQ,3x45Q9c5G6VBicedNKrXxQ,-1UMR00eXtwaeh59pEiDjA,XMMLRvV4IMxIGyc4H37LxA,-Ht7HiGBox8lS1Y8IPjO8g,P7j_K9baGxWPlInbjn0OOg,vyDW7_CHhDUJshMqaSjj0g,N5B7OBTyNGgwU_Y2fwNcyw,DkIEhR8behaIoSexekWV0Q,Ljknr0VF5Ia2DlTzELg-Kg,w-q9UTLqk6njQWOJEWelwA,xzj6q131hJE59tBkhe3Gag,UE3AvVnaPEBPneVahYT2eA
395,FdrZJQL_FYKqR96L05gzcg,"Food, Restaurants, Shaved Ice, Ice Cream & Frozen Yogurt, American (New), Desserts, Local Flavor",56,5809 N 7th St,4.607142857142857,New Orleans Sno Ball,WpzRURptZ2FIxBmJMl4MXA,I_a74zmgR-X03LsKISWPcg,mPfdYJj4d5KBPINDkaZY-Q,gTKeGz7nHb0Qz-6CrFs7jA,zOL260xaXDYZZPBItzALxQ,v2p2jQ-FAse_FQI0LSh1pg,1r9xmPVZqsiTNQr_FAcs8w,qQCsLGMncJp1xWUGnOKCQA,N5B7OBTyNGgwU_Y2fwNcyw,whAwdYVty-jSNRhrYT2zHA,OgJ0KxwJcJ9R5bUK0ixCbg,Hv_F1yErD0slkYCI1V9SPw,-Ht7HiGBox8lS1Y8IPjO8g,QsJ6orXv_VB7xz-MpqHzSQ,Gz9SlLqxS6wnxPvgdOQNrA,cTJjTKz2huGZ-ElScC2pSw,ElWzx5_fU8S2G45OnM-HpA,LelAlfuj5oVRF9CQdWLsNQ,yNPh5SO-7wr8HPpVCDPbXQ,5DDumAHRKumv3gZiPKW6iw
396,MeSrAvgBNWHP2Js2--b6zw,"Food, Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants, Creperies",88,"7540 W Indian School Rd, Ste A4",4.51685393258427,El Cafezito,uTCOEqjuVAXUOzti5TWj2Q,dIqMQYs6tmowQUygS8sQ6A,n6IWvkVMWB9OIRZBXh5tHw,kYATtIsqVEoawS47UcSlDA,8NMf2dCmEGGKYR3SbMcnNA,9a3DrZvpYxVs3k_qwlCNSw,OgJ0KxwJcJ9R5bUK0ixCbg,93cSBol4_mnfzxIfG9RCDA,qQCsLGMncJp1xWUGnOKCQA,jq9gzjKbVWgeMYzA0aFzxw,j0_DUr3vBXY-JP-b0bf93A,JtvdUCawl-oIKXU9G06Log,apdb7MGnmnx6nGWBJ0ch_g,seYvTmOZGJ2IAMdfQa8pkg,WB7346WSdkTHvtHfWPilaA,uZkysgjMeC3UO03cPyBD2g,5eK_pgro9_LxPYDoRVJnEA,MZkP-I91Df4XgmVelGBGng,5A_sjC9ULLt4UkDNtr9dkw,89N3YfIoe50feyqS0qwMXg
397,fK6Y7qF0ek4iR_Dt46nxuA,"Salvadoran, Latin American, Restaurants",27,5889 W Indian School Rd,3.6666666666666665,Pupusas Dona Mary,R1k-z3Mauqk4v-7ZeEVsHQ,5oeiMlQFtJFZV6H8qatznw,rCD-XFLBhscylZdg1OkCSQ,aWX_-QFMjlBD50zu2Mww7w,Z-rDFHQUuh5gIbfadNRxsg,_e8RFWZiS8QXfKagY4vuig,aGZPBbF5JqwbCu4aYXbHYQ,adTbcC7JgvzYg7AD_Ga-rg,rSasUpdyJO0sSC-UoOj38A,7rdenapLKDEKdb9e5rlbDA,ZfYFo-CZoZAB4sGNOyhoIQ,4aF5GfnVkJPj9IwJ2yxPtQ,DaVTuhzi6EgWStb2eAjNjA,U21YaTK4PVlfNHQSyBkJUg,iUYAqWKoBdHqYNMDzOXb9w,pDewiJY6KCcZgLxxgxg13Q,yNPh5SO-7wr8HPpVCDPbXQ,iIjVO7cLD1UEmIO7G05Ujw,-Ht7HiGBox8lS1Y8IPjO8g,eS29S_06lvsDW04wVrIVxg
398,WXR0ND0KqbArMZDvFMA-bw,"Juice Bars & Smoothies, Food, Nightlife, Restaurants, Burgers, Bars, Cocktail Bars",572,"2033 E Camelback Rd, Ste A13",4.103389830508474,Hopdoddy Burger Bar,-rhH9sL3XGFpoJXcxUpEWA,7m1Oa1VYV98UUuo_6i0EZg,Wc9UpJhOcdSj7olZkz7SJA,LmjBZpQU7nJTIJZYRVO7Kg,SvlTuwslYKdqvqWtDe2dgA,lRL7x-HMBscWyELxEVq85w,-ZBfr1BHvArFp1d6XH8jOQ,siXCBrVFOXicbM2R-33-8w,D4xv7_wwYpZEZar4DwwYYQ,NJ0RzuWd5xDqfJejYQZ65g,-ot4Xd6GxSUOqwUj7okZuA,gxEkxkqQrrK62DJnXxXDLg,sZq-qUvoLgYxlDmIcxYWDg,_c3ixq9jYKxhLUB0czi0ug,1WBkAuQg81kokZIPMpn9Zg,HpRsWkYHu-pumsZ4O_Linw,2FfZUyA82YhQCjWNiqDCzQ,nXKaLgLuLs2-S8_O-V09-A,du9_QFb75sxzKnLLQwSkMw,4UVn5h6SjztAhKyozc5dTg
399,0WHXFRerY6I05u1VBU71cw,"Mexican, Restaurants",47,7227 S Central Ave,4.1568627450980395,Tortas Paquime,daqYMX3Y4QR8xl-BUlYBPw,KMxOoHyRKP74PgosuRkkdg,pBwOqgpkaDmFUDYX8cbnNQ,2g4ZTD3ePNSbDAvh6qAOKQ,frCxZS7lPhEnQRJ3UY6m7A,atLCqV8RGezSxgLzcM9HaQ,P8IsTiHq5Hesa6UPL604ww,64dfRmMmUsOdLnkBOtzp4w,y1-FeVRdx0GhgtZKWghKXA,G_mqw9nNYDFkwtCe5Jd8QA,AhPmh0NaRDbEYyhd9egzLA,nwHd2MbIGz0SNG8GpFjekw,zJGtD3y-pAIGNId4codEEg,Q7bAF6MrZ8wWfLsxaPl2Yw,DaVTuhzi6EgWStb2eAjNjA,E_DXCeVllZtHV93hsAIZvw,WOz66UuVsfc2K9GxzfDnGg,jIzygnVmajEXYmfsBNY_Gw,qnn9E-e9orYf_wK37yLTYw,lrAUseySfmFeZkWOGfsKnQ
400,jjzOApz6znfsBnmlzPh_tw,"Sandwiches, Restaurants, Mexican, Fast Food",7,4121 E Thomas Rd,4.333333333333333,Tortas El Güero,2g4ZTD3ePNSbDAvh6qAOKQ,pBwOqgpkaDmFUDYX8cbnNQ,daqYMX3Y4QR8xl-BUlYBPw,ZLG7N4VDGzo7V0ViITi93Q,y1-FeVRdx0GhgtZKWghKXA,Ynm7H4c2ll5vZEX3iLdxmw,atLCqV8RGezSxgLzcM9HaQ,bCp4qpBzL_chlJtHbiVF5Q,KMxOoHyRKP74PgosuRkkdg,64dfRmMmUsOdLnkBOtzp4w,0WHXFRerY6I05u1VBU71cw,frCxZS7lPhEnQRJ3UY6m7A,eS29S_06lvsDW04wVrIVxg,P8IsTiHq5Hesa6UPL604ww,zJGtD3y-pAIGNId4codEEg,jIzygnVmajEXYmfsBNY_Gw,THcAGc-Fb8gqmA1V-KvFkw,nwHd2MbIGz0SNG8GpFjekw,3qlqzQrwh8hjBltlgFgsJQ,HRAJCzcUUE3k_7lwKcyiGA
401,656XUeBmMzyvU62yYHptxQ,"Fast Food, Chicken Wings, Restaurants",5,16816 N Cave Creek Rd,3.1666666666666665,Long Wong's North Phoenix,XHnE__Oec_KDfGTJ7jrIpg,QLU34OSLDiCG7wu6OrjqCw,K1qs4e30yoln6scnm-tmyg,5MNYCmCtpBboglFmrjU6yw,6SfNZP1oqiQV1AYLK9A8WA,w6frk94BwGwxenre_zeXUg,8EvgKu_VpVXJ0KUvrxS7BA,AyZePvrWz73d3B0hafFCKA,OASX1Yrgq_7R1PsYpixRcw,Q7Wwjcwq5ux8EbLb8-X6iQ,W7Dt3b6H_pMIHfxn49Pkzg,qvQ-i1HgSloSJLkGnXsfhw,QnZ7YUoAJNP99oFkS9IpXw,0rjU_WK5HxoH1fIuEpTpcg,lwpQQflP1CGJPV7QLybzOg,e69v6hfCkr25M5DaLSS8CQ,n2sA7raIheUCgBq14Vlt5w,HbLNib13kdNkvq_A9O_waw,vX5ma5Nwrzqwdz949AmVVg,Do72DKBclgkSPt6jZ9-c4Q
